line_id,prediction
0,24.256304636764423
2,40.213469365758336
6,53.318604953022685
10,43.05946220533865
13,15.906106322690269
14,-0.36598396831800883
15,14.124708839553263
21,30.72083712095555
33,14.255205732013806
38,23.892124996643382
40,18.132871230590254
43,17.82779374437118
46,0.651228840806283
52,30.089107663805734
53,25.032909681010768
55,30.462964691525073
57,28.241540855595016
59,18.566898792200135
64,45.74870081569061
67,-7.5066313688799156
68,17.50275339704025
69,36.64234554583716
71,30.1878292600814
74,16.85386433562035
85,-7.376134476419246
87,-3.702382802237196
88,-1.4816864338524098
89,1.5507816586162306
93,42.59530792945952
96,19.705518135439075
101,0.8670654592633511
105,28.517234666850197
110,32.75930392850192
113,4.720710172966967
114,4.683202671950227
116,28.70286778586596
120,-9.319133638072259
121,-2.561598117869874
127,3.2651887469259506
128,-1.8382556328352635
133,33.72231561369628
135,-3.832879694697745
147,26.057656889801
148,34.10374742736275
150,-9.766714054509453
153,-10.871140355720826
156,24.538883286906696
162,44.096974850490724
165,32.48384313307988
169,29.449794146147674
170,8.244083999669714
172,32.84982288394395
178,30.56209822733414
181,42.443240797819946
182,1.6336739907620057
186,-8.196453492429587
190,43.51882902350819
197,29.8487771840156
199,41.8650494295109
200,-2.6920950103304797
201,33.779318583108086
206,20.39633712556003
214,46.18246539397582
217,30.330837842450887
222,20.616399774360374
223,39.92743935908548
224,-3.750382301137204
226,31.443837600336973
227,29.61706055504455
230,3.395685639386617
232,34.151369372577186
236,34.301274142197464
238,25.15321280652101
239,0.5165361642537718
240,30.339002532536668
243,31.94515023356965
245,-10.091754401840323
247,28.486867927623322
249,1.681278551076904
250,18.275374160808312
251,12.618961566877763
258,4.6097774260271045
259,-9.158105899141177
260,23.30236745398917
261,18.079922874691206
262,0.7817257332668248
267,31.187907574425992
270,25.88674905850592
272,26.633806367131633
276,-8.326950384890143
278,26.46774547892114
281,27.22852383056257
286,1.855286347266972
288,23.970243268374755
290,-3.5138815159194046
293,31.770912446915602
296,42.404062142648826
301,27.945496029471045
303,48.109228613650245
306,19.038369532775178
309,48.62734428643165
311,25.022243346387267
313,22.441196011435476
317,-9.897210946969942
318,44.615652098073085
319,30.55144699424018
323,0.6470330567143137
324,-9.449630530532932
328,7.223737332146834
331,12.488464674417092
332,30.982175479468392
333,22.11667668798119
335,17.38844035228424
337,20.592290432647907
338,46.66657020460316
341,-9.027609006680375
342,33.274182582923444
345,52.53352411515283
346,21.599103419850913
352,46.7276422972976
359,17.674499743258828
360,13.70821342960345
370,22.477128403904498
371,27.493755472562725
373,-10.222251294300996
375,28.4615732581438
378,-10.192781154576984
379,22.71059644921799
380,1.764170883222615
381,34.37770904855691
383,24.286307277558752
387,41.75423899650932
389,1.7247894548064266
391,45.7186078028099
392,20.363990743700498
393,39.236323757464135
394,29.358678682103253
401,0.7365685668026138
405,19.527391520809505
408,16.036603215151004
410,13.190351821940585
415,32.445714864308215
418,-5.712291449054295
426,-10.740643463260277
429,41.302721228484145
430,28.901503652198148
438,42.16032418218015
442,-5.908110627114805
451,46.31436818379994
452,21.502992935041334
454,-1.7077587403746541
460,17.857975313637
462,25.38912547229517
474,29.480678578433835
476,19.398054306451044
479,13.577716537142903
480,40.49373814411312
483,47.19527188436734
484,22.17899649396291
488,26.16455773326224
489,43.631111014031575
491,19.34090726338753
503,20.35058060759096
509,18.900403182465883
510,24.44124210708723
513,41.84971353089445
514,-4.229729664672195
519,29.275786349957606
520,18.733077426833347
529,27.52283944638703
533,32.86008255855255
536,-10.062284262116506
