line_id,prediction
0,30.778333456219464
2,34.56519866852115
6,47.47059111200481
10,37.124192634995566
13,10.065398917524604
14,-0.623303578844407
15,8.760092699445295
21,28.038807756744465
33,8.849613169091075
38,23.63682361735789
40,24.331305581819393
43,23.912270871010453
46,-2.132766129726644
52,27.155493176983306
53,25.0672371145599
55,36.55857916494922
57,25.11464782349828
59,27.37363526189789
64,39.81380046007699
67,-0.33179470823432666
68,24.291372432887606
69,33.45479451233966
71,27.75015666356317
74,23.957501849755786
85,-0.24227423858853925
87,-3.3737992042666107
88,7.202402536460864
89,0.6978466904839458
93,35.934355286023916
96,26.1306107075932
101,-1.3838398363991367
105,28.6585454768195
110,30.15730299898813
113,3.1238322062984842
114,3.0481053888515035
116,28.411824006286245
120,-2.2008919887160054
121,-1.9433857070646
127,1.4242657929205116
128,-0.9243875377094817
133,31.22879477846066
135,-3.463319673912391
147,25.46794006684557
148,31.600442072747683
150,-3.0983519506140524
153,-3.1426414415144954
156,32.10462744321009
162,37.43875925027415
165,29.73600165039961
169,26.385980657403767
170,9.298349346353326
172,30.059451584226494
178,27.434877840168618
181,40.43652476926191
182,-0.32562173545349893
186,-1.048843149360735
190,37.755396083614414
197,27.017926205378643
199,35.77624012576318
200,-2.03290617671038
201,31.227574308032985
206,27.065531127849976
214,39.53659237662767
217,27.3773977417725
222,27.298907665403533
223,34.40653445398916
224,-3.8343644223086564
226,28.56810530444763
227,27.93570990560876
230,1.5137862625663026
232,30.07902088467866
236,30.47410262105239
238,24.96318866940894
239,-1.9854954677720045
240,30.26390245245824
243,32.53370871711457
245,-2.719250388736892
247,25.1468279681971
249,0.7873671601297367
250,24.809730832908496
251,7.554575846896654
258,3.8662182728179495
259,0.27349197062759956
260,29.70386538714386
261,26.58379156977867
262,-2.0432456600808564
267,37.34575671355272
270,26.175755753560797
272,26.330064189258056
276,-1.1383636190065154
278,26.374080468306616
281,26.38731924278009
286,-0.6246421642207345
288,30.445818062211757
290,5.191806893823166
293,29.24474586384581
296,35.85081339163559
301,27.775468857233125
303,42.35335257215831
306,26.166299183140428
309,42.925971085922754
311,24.85015101733164
313,29.028081470876785
317,-3.187872420259829
318,38.624855462010586
319,30.716562114636417
323,-1.8959749981262242
324,-2.290412458361793
328,7.423250195465112
331,7.465055377250865
332,28.371397166134187
333,30.45624319986107
335,24.619104975010856
337,29.038219710832166
338,40.23593620156235
341,0.36301244027339763
342,32.28476685842699
345,49.75804117766286
346,27.985181102815282
352,40.66640539190428
359,26.024692149494488
360,7.764253821606328
370,30.84585366495269
371,33.78225989166866
373,-2.808770858382676
375,25.626782985225354
378,-1.0356553314437953
379,28.752789010926932
380,-0.23610126580771507
381,42.692538428178764
383,23.730669451410492
387,35.186413515439355
389,-0.7141626338665183
391,39.0805791440779
392,29.320089645028748
393,36.632142273486465
394,26.774521555816783
401,-1.4733603060449276
405,25.94583932640575
408,10.154919387170395
410,13.569016782053694
415,30.223975497568777
418,1.2061774331243775
426,-3.0531209718687116
429,34.774876643230826
430,34.65037766337974
438,36.2922504910497
442,2.839344522470995
451,43.73697189604704
452,28.57905571111909
454,-0.8348670680637014
460,25.014245949171553
462,34.42259062842055
474,26.77683354288457
476,25.961779672263766
479,7.674733351960544
480,34.99967893209247
483,44.788179165279146
484,28.76392583913015
488,26.1022313229511
489,37.16554220879489
491,25.363104698903875
503,28.773060763964768
509,27.408437556652256
510,23.9656651623902
513,35.86023599071558
514,2.628778720831569
519,27.79798998175424
520,27.230439168545104
529,27.377522527199805
533,29.726016127361092
536,-0.9461348617980079
